# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat Mar 19 14:40:26 CET 2016
# isochrones PARSEC release v1.2S + COLIBRI release PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Rosenfield et al. (2016, arXiv:1603.05283)
# Photometric system: HST/WFC3 long-pass and extremely wide filters (UVIS1, final throughputs)
# Attention: photometry includes extinction of Av=0.124
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00400	Y = 0.25600	[M/H] = -0.583	eta_R = 0.200	Age = 	1.1000e+01 yr
#	Includes interstellar extinction of Av = 0.1240 mag
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F200LP1 F300X   F350LP  F475X   F600LP  F850LP	C/O	M_hec	period	pmode	logMdot	slope	int_IMF	stage
	0.004000	1.0414	16.0000000000	16.0000	4.6878	3.5953	0.2873	-6.950	-6.002	-0.458	-6.198	-5.204	-7.147	-7.767	0.4787	0.0000	98.6	1	-11.795	0.000	3.3355829716	0
	0.004000	1.0414	18.0000000000	18.0000	4.7792	3.5946	0.2444	-7.178	-6.226	-0.643	-6.422	-5.420	-7.373	-7.996	0.4787	0.0000	173.3	0	-11.570	0.000	3.3357899189	0
	0.004000	1.0414	20.0000000000	20.0000	4.8412	3.5957	0.2325	-7.333	-6.389	-0.828	-6.584	-5.589	-7.534	-8.153	0.4787	0.0000	183.7	0	-11.564	0.000	3.3359301090	0
	0.004000	1.0414	24.0000000000	24.0000	4.9764	3.5952	0.1746	-7.671	-6.723	-1.124	-6.919	-5.917	-7.871	-8.492	0.4787	0.0000	223.5	0	-11.280	0.000	3.3360989094	0
	0.004000	1.0414	27.3908596039	27.3909	5.0390	3.5981	0.1812	-7.827	-6.901	-1.379	-7.097	-6.112	-8.042	-8.655	0.4787	0.0000	227.8	0	-11.431	0.000	3.3361797333	0
	0.004000	1.0414	28.0000000000	28.0000	5.0499	3.5986	0.1816	-7.855	-6.931	-1.421	-7.127	-6.145	-8.071	-8.683	0.4787	0.0000	228.9	0	-11.451	0.000	3.3361907005	0
	0.004000	1.0414	30.0000000000	30.0000	5.1647	3.6186	0.1766	-8.142	-7.345	-2.296	-7.539	-6.660	-8.443	-9.003	0.4787	0.0000	236.2	0	-11.468	0.000	3.3362209797	0
	0.004000	1.0414	30.2379112244	30.2379	5.1697	3.6187	0.1755	-8.154	-7.359	-2.312	-7.552	-6.674	-8.456	-9.016	0.4787	0.0000	237.3	0	-11.466	0.000	3.3362240791	0
	0.004000	1.0414	35.0000000000	35.0000	5.2635	3.6207	0.1536	-8.389	-7.605	-2.597	-7.798	-6.929	-8.699	-9.254	0.4787	0.0000	261.0	0	-11.418	0.000	3.3362710476	0
	0.004000	1.0414	40.0000000000	40.0000	5.3488	3.6227	0.1342	-8.602	-7.830	-2.861	-8.023	-7.162	-8.920	-9.471	0.4787	0.0000	284.2	0	-11.379	0.000	3.3362998962	0
	0.004000	1.0414	45.0000000000	45.0000	5.4166	3.6252	0.1275	-8.772	-8.014	-3.102	-8.207	-7.357	-9.098	-9.644	0.4787	0.0000	298.3	0	-11.422	0.000	3.3363175392	0
	0.004000	1.0414	50.0000000000	50.0000	5.4795	3.6274	0.1189	-8.929	-8.183	-3.318	-8.376	-7.535	-9.263	-9.804	0.4787	0.0000	313.7	0	-11.440	0.000	3.3363289833	0
	0.004000	1.0414	55.0000000000	55.0000	5.5378	3.6292	0.1095	-9.075	-8.340	-3.515	-8.532	-7.699	-9.416	-9.953	0.4787	0.0000	329.7	0	-11.444	0.000	3.3363366127	0
	0.004000	1.0414	60.0000000000	60.0000	5.6175	3.6286	0.0650	-9.274	-8.535	-3.675	-8.728	-7.890	-9.615	-10.153	0.4787	0.0000	377.8	0	-11.185	0.000	3.3363418579	0
	0.004000	1.0414	65.0000000000	65.0000	5.6537	3.6315	0.0751	-9.364	-8.642	-3.856	-8.834	-8.009	-9.715	-10.246	0.4787	0.0000	376.3	0	-11.321	0.000	3.3363456726	0
	0.004000	1.0414	70.0000000000	70.0000	5.6972	3.6334	0.0714	-9.473	-8.761	-4.020	-8.953	-8.136	-9.830	-10.357	0.4787	0.0000	387.5	0	-11.351	0.000	3.3363485336	0
	0.004000	1.0414	80.0000000000	80.0000	5.7802	3.6369	0.0604	-9.680	-8.987	-4.325	-9.179	-8.377	-10.049	-10.568	0.4787	0.0000	413.1	0	-11.374	0.000	3.3363521099	0
	0.004000	1.0414	89.6879577637	89.6880	5.8533	3.6405	0.0513	-9.863	-9.189	-4.610	-9.381	-8.593	-10.243	-10.754	0.4787	0.0000	435.9	0	-11.396	0.000	3.3363540173	0
	0.004000	1.0414	90.0000000000	90.0000	5.8555	3.6406	0.0510	-9.869	-9.195	-4.618	-9.387	-8.600	-10.249	-10.760	0.4787	0.0000	436.6	0	-11.397	0.000	3.3363542557	0
	0.004000	1.0414	95.0000000000	95.0000	5.8865	3.6429	0.0529	-9.946	-9.285	-4.762	-9.476	-8.699	-10.333	-10.839	0.4787	0.0000	441.0	0	-11.452	0.000	3.3363549709	0
